GENE        	noTX	1buff_12h	1buff_24h	1buff_48h	wnt3a_12h	wnt3a_24h	wnt3a_48h	wnt5a_12h	wnt5a_24h	wnt5a_48h
C1orf61     	1	0	2	1	1	0	0	0	1	1
C1orf63     	3	2	2	3	2	3	3	3	4	4
C1orf64     	0	0	0	0	0	0	0	0	0	0
C1orf65     	0	0	0	0	0	0	0	0	0	0
C1orf68     	0	0	0	0	0	0	0	0	0	0
C1orf70     	3	3	4	4	2	2	2	3	3	2
C1orf74     	2	2	1	2	2	2	2	2	2	1
C1orf85     	3	2	3	3	3	3	3	2	2	2
C1orf86     	38	30	33	37	24	30	32	34	30	31
C1orf87     	0	0	0	0	0	0	0	0	0	0
C1orf88     	2	2	1	2	2	2	2	2	1	2
C1orf9      	7	7	9	7	7	9	10	11	9	7
C1orf93     	0	0	0	0	0	0	0	0	0	0
C1orf94     	0	0	0	0	0	0	0	0	0	0
C1orf95     	0	0	0	0	0	0	0	0	0	0
C1orf96     	2	3	2	3	3	3	3	3	3	3
C1orf97     	6	5	7	6	4	7	5	6	5	6
C1orf98     	0	0	0	0	0	0	0	0	0	0
C2          	0	0	0	0	0	0	0	0	0	0
C20orf103   	0	0	0	0	0	0	0	0	0	0
C20orf106   	0	0	0	0	0	0	0	0	0	0
C20orf107   	0	0	0	0	0	0	0	0	1	0
C20orf108   	10	9	12	11	10	13	16	17	13	11
C20orf11    	17	15	19	17	15	22	25	29	23	23
C20orf111   	10	10	11	11	9	16	17	18	15	15
C20orf112   	8	8	10	8	8	10	11	12	10	11
C20orf118   	0	0	0	0	0	0	0	0	0	0
C20orf12    	1	1	1	1	1	1	1	1	1	1
C20orf123   	0	0	0	0	0	0	0	0	0	0
C20orf132   	2	1	1	2	1	2	2	2	1	2
C20orf134   	0	1	0	1	0	0	0	0	0	1
C20orf141   	0	0	0	0	0	0	0	0	0	0
C20orf144   	0	1	0	1	0	1	0	0	0	0
C20orf151   	0	0	0	0	0	0	0	0	0	0
C20orf152   	0	0	0	0	0	0	0	0	0	0
C20orf160   	0	0	0	0	0	0	0	0	0	0
C20orf165   	0	0	0	0	0	0	0	1	0	0
C20orf166   	0	0	0	0	0	0	0	0	0	0
C20orf173   	0	0	0	0	0	0	0	0	0	0
C20orf177   	5	5	6	4	5	7	7	6	6	6
C20orf191   	0	0	0	0	0	0	0	0	0	0
C20orf194   	1	1	2	2	1	1	1	1	1	2
C20orf195   	1	0	1	2	1	1	1	1	1	1
C20orf196   	4	5	5	5	6	5	6	5	5	5
C20orf197   	0	0	0	0	0	0	0	0	0	0
C20orf20    	17	16	20	19	15	22	21	28	20	22
C20orf201   	0	0	0	1	0	0	0	0	0	0
C20orf202   	0	0	0	0	0	0	0	0	0	0
C20orf203   	0	0	0	0	0	0	0	0	0	0
C20orf24    	75	59	73	66	64	80	66	82	72	75
C20orf26    	0	0	0	0	0	0	0	1	0	0
C20orf27    	16	16	18	19	18	17	18	18	13	14
C20orf29    	5	6	4	4	6	5	5	5	6	5
C20orf3     	22	19	25	22	21	26	26	31	22	22
C20orf30    	30	31	33	0	26	37	32	43	36	39
C20orf4     	13	13	14	12	13	17	17	20	16	16
C20orf43    	26	25	28	26	21	33	35	39	31	29
C20orf46    	0	0	1	1	0	0	0	0	0	0
C20orf54    	0	0	0	0	0	0	0	0	0	0
C20orf7     	3	2	4	3	3	3	4	4	3	4
C20orf72    	12	12	12	13	11	17	17	17	16	15
C20orf79    	0	0	0	0	0	0	0	0	0	0
C20orf85    	0	0	0	0	0	0	0	0	0	0
C20orf94    	2	1	2	1	2	2	2	2	2	1
C20orf96    	0	0	0	0	0	0	0	0	0	0
C21orf119   	8	6	7	7	5	8	8	10	7	6
C21orf122   	0	0	0	0	0	0	1	0	0	0
C21orf128   	0	0	0	0	0	0	0	0	0	0
C21orf129   	0	0	0	0	0	0	0	0	0	0
C21orf15    	0	0	0	0	0	0	0	0	0	0
C21orf2     	4	2	4	4	3	3	3	4	3	3
C21orf33    	24	21	18	20	15	23	22	25	21	19
C21orf34    	4	4	4	4	4	3	4	5	5	5
C21orf37    	0	0	0	0	0	0	0	0	0	0
C21orf49    	0	0	0	0	0	0	0	0	0	0
C21orf54    	0	0	0	0	0	0	0	0	0	0
C21orf56    	0	0	0	0	0	0	0	0	0	0
C21orf58    	3	2	2	3	2	2	2	2	2	3
C21orf59    	33	32	34	36	29	41	37	44	35	36
C21orf62    	0	0	0	0	0	0	0	0	0	0
C21orf63    	0	0	0	0	0	0	1	1	0	0
C21orf67    	3	3	3	2	4	4	4	3	2	3
C21orf7     	0	0	0	0	0	0	0	0	0	0
C21orf70    	3	3	7	6	4	5	4	5	4	4
C21orf71    	3	1	1	2	1	5	2	4	4	4
C21orf81    	0	0	0	0	0	0	0	0	0	0
C21orf88    	1	1	1	2	1	1	1	1	0	0
C21orf90    	0	0	0	0	0	0	0	0	0	0
C21orf91    	0	0	0	0	0	0	0	0	0	0
C21orf96    	0	0	0	0	0	0	0	0	0	0
C22orf13    	12	10	13	12	13	15	14	16	13	12
C22orf15    	1	1	0	0	0	1	2	1	1	2
C22orf23    	1	1	1	2	1	1	1	1	2	2
C22orf24    	1	0	1	1	1	1	1	1	1	1
C22orf25    	5	5	4	5	4	6	7	8	6	6
C22orf26    	0	0	0	0	0	0	0	0	0	0
C22orf28    	20	19	23	19	19	30	31	34	25	26
C22orf29    	2	2	2	2	2	1	2	2	2	2
C22orf31    	0	0	0	0	0	0	0	0	0	0
C22orf32    	20	18	22	20	16	21	20	24	19	20
C22orf33    	0	0	0	0	0	0	0	0	0	0
C22orf34    	0	0	0	0	0	0	0	0	0	0
C22orf36    	6	0	5	7	3	4	5	8	5	0
C22orf39    	17	16	17	19	16	20	19	22	20	20
C22orf40    	5	4	6	5	4	4	4	5	4	4
C22orf41    	0	0	0	0	0	0	1	1	0	1
C22orf42    	0	0	0	0	0	0	0	0	0	0
C22orf43    	0	0	0	0	0	0	0	0	0	0
C22orf45    	0	0	0	0	0	0	0	0	0	0
C22orf46    	2	2	2	1	2	1	1	2	1	2
C2CD2       	3	2	3	2	4	3	4	3	4	3
C2CD2L      	1	1	1	1	1	1	1	2	1	0
C2CD3       	4	3	4	3	4	4	5	6	4	4
C2CD4A      	0	0	0	0	0	0	0	0	0	0
C2CD4B      	0	0	0	0	0	0	0	0	0	0
C2CD4C      	1	1	1	1	1	0	1	1	1	1
C2CD4D      	0	0	0	0	0	0	0	0	0	0
C2orf15     	0	0	0	0	0	0	1	1	0	1
C2orf16     	0	0	0	0	1	0	1	1	1	1
C2orf18     	6	7	7	6	5	7	8	8	6	6
C2orf27A    	0	0	0	0	0	0	0	0	0	0
C2orf27B    	0	0	0	0	0	0	0	0	0	0
C2orf28     	17	12	17	15	10	19	19	20	17	13
C2orf29     	9	6	10	9	8	12	13	13	10	9
C2orf3      	7	6	6	6	6	6	7	6	6	6
C2orf40     	0	0	1	0	0	0	0	0	0	0
C2orf42     	2	2	2	2	2	3	4	4	3	3
C2orf43     	10	9	11	9	10	15	17	17	14	13
C2orf44     	9	8	10	8	7	12	13	14	12	11
C2orf47     	0	0	0	0	0	0	0	0	0	0
C2orf48     	0	0	0	0	0	0	1	1	1	1
C2orf49     	12	10	12	9	9	13	17	13	15	11
C2orf50     	0	0	0	1	0	1	1	0	1	0
C2orf51     	1	0	1	0	1	0	0	0	1	0
C2orf52     	0	0	0	0	0	0	0	0	0	0
C2orf53     	0	0	0	0	0	0	0	0	0	0
C2orf54     	0	0	0	0	0	0	0	0	0	0
C2orf55     	0	0	0	0	0	0	0	0	0	0
C2orf56     	3	3	4	4	5	4	4	5	4	5
C2orf57     	0	0	0	0	0	0	0	0	0	0
C2orf61     	0	0	0	0	1	0	0	0	0	0
C2orf62     	0	0	0	0	0	0	0	0	0	1
C2orf63     	2	2	2	2	2	2	2	2	1	2
C2orf65     	0	0	0	0	0	0	0	0	0	0
C2orf66     	0	0	0	0	0	0	0	0	0	0
C2orf67     	5	4	5	5	5	7	7	7	6	6
C2orf68     	5	5	6	5	5	6	6	7	6	6
C2orf69     	6	6	6	6	7	9	9	9	8	8
C2orf70     	0	0	0	0	0	0	0	0	0	0
C2orf71     	0	0	0	0	0	0	0	0	0	0
C2orf72     	1	2	2	2	1	2	1	2	1	2
C2orf73     	0	0	0	0	0	0	0	0	0	0
C2orf74     	15	18	22	21	17	25	24	26	21	23
C2orf76     	3	3	2	2	1	3	3	5	3	3
C2orf77     	3	2	3	2	2	3	3	3	2	2
C2orf78     	0	0	0	0	0	0	0	0	0	0
C2orf80     	0	1	1	1	0	1	2	2	1	0
C2orf81     	2	1	2	1	2	2	2	2	1	1
C2orf82     	0	2	0	0	1	0	1	0	1	1
C2orf83     	0	0	0	0	0	0	0	0	0	0
C2orf84     	0	0	0	0	0	0	0	0	0	0
C2orf85     	1	1	1	1	0	0	0	1	1	1
C2orf88     	0	0	0	0	0	0	0	0	0	0
C2orf89     	0	0	0	0	1	1	1	0	0	0
C3          	0	0	0	0	0	0	0	0	0	0
C3AR1       	0	0	0	0	0	0	0	0	0	0
C3P1        	0	0	0	0	0	0	0	0	0	0
C3orf14     	6	7	7	7	6	8	7	8	6	6
C3orf15     	2	2	2	2	3	2	3	2	2	2
C3orf17     	0	0	0	0	0	0	0	0	0	0
C3orf18     	0	0	0	0	0	0	0	0	0	0
C3orf19     	4	4	6	5	5	6	7	7	6	6
C3orf20     	0	0	0	0	0	0	0	0	0	0
C3orf21     	15	11	16	14	14	18	19	21	17	17
C3orf22     	0	0	0	0	0	0	0	0	0	0
C3orf23     	9	10	10	10	9	11	10	11	11	9
C3orf24     	0	0	0	0	0	0	0	0	0	0
C3orf25     	1	1	1	1	1	1	1	1	1	1
C3orf26     	26	28	35	27	32	37	32	34	31	31
C3orf27     	0	0	0	0	0	0	0	0	0	0
C3orf30     	0	0	0	0	0	0	0	0	0	0
C3orf32     	0	0	0	0	0	0	0	0	0	0
C3orf33     	1	1	2	3	1	2	3	3	2	2
C3orf35     	0	0	0	1	1	0	1	1	0	0
C3orf36     	0	0	0	0	0	0	0	0	0	0
C3orf37     	19	17	16	16	16	17	19	18	15	13
C3orf38     	12	11	13	12	9	14	15	17	14	14
C3orf39     	5	6	6	7	6	8	8	8	8	7
C3orf43     	0	0	0	0	0	0	0	0	0	0
C3orf45     	1	0	0	0	0	1	1	0	1	0
C3orf46     	0	0	1	0	0	0	0	0	0	0
C3orf47     	1	0	1	1	0	1	1	1	1	1
C3orf49     	0	0	0	0	0	0	0	0	0	0
C3orf51     	0	0	0	0	0	0	0	0	0	0
C3orf52     	2	2	1	1	1	1	1	1	1	1
C3orf54     	0	0	0	0	0	0	1	1	1	0
C3orf55     	0	0	0	0	0	0	0	0	0	0
C3orf58     	15	17	17	18	14	21	21	23	20	21
C3orf62     	1	1	2	1	2	1	2	2	1	1
C3orf63     	0	9	0	0	9	12	15	0	12	12
C3orf64     	1	2	2	2	2	1	2	2	2	2
C3orf65     	0	0	0	0	0	0	0	0	0	0
C3orf66     	1	1	1	0	1	0	1	1	1	1
C3orf67     	1	1	1	1	0	1	1	0	1	1
C3orf70     	1	1	1	1	1	1	1	1	1	1
C3orf71     	1	1	1	0	1	1	1	1	1	1
C3orf72     	0	0	0	0	0	0	0	0	0	0
C3orf74     	0	0	0	0	0	0	0	0	0	0
C3orf75     	20	18	20	21	18	27	28	31	23	24
C3orf77     	0	0	0	0	0	0	0	0	0	0
C3orf78     	22	22	23	18	13	14	18	21	14	13
C3orf79     	0	0	0	0	0	0	0	0	0	0
C4A         	0	0	0	0	0	0	0	0	0	0
C4B         	0	0	0	0	0	0	0	0	0	0
C4BPA       	0	0	0	0	0	0	0	0	0	0
C4BPB       	0	0	0	0	0	0	0	0	0	0
C4orf10     	3	3	2	3	2	3	3	3	2	3
C4orf11     	0	0	0	0	0	0	0	0	0	0
C4orf14     	6	5	5	6	6	6	7	7	6	6
C4orf17     	0	0	0	0	0	0	0	0	0	0
C4orf19     	1	0	1	0	0	2	1	0	0	1
C4orf21     	2	2	2	2	2	3	4	3	3	3
C4orf22     	0	0	0	0	0	0	0	0	0	0
C4orf26     	0	0	0	0	0	0	0	0	0	0
C4orf27     	8	6	7	5	5	9	10	11	8	7
C4orf29     	1	1	1	1	1	1	1	1	1	1
C4orf3      	10	9	10	9	6	9	11	12	10	9
C4orf32     	0	1	0	0	1	1	0	1	1	1
C4orf33     	3	2	2	3	2	2	2	2	2	2
C4orf34     	4	4	3	5	3	4	5	6	4	6
C4orf36     	1	1	0	0	1	1	1	1	1	1
C4orf37     	0	0	0	0	0	0	0	0	0	0
C4orf38     	0	1	0	0	0	0	0	0	0	0
C4orf39     	2	3	2	2	2	3	2	3	3	3
C4orf40     	0	0	0	0	0	0	0	0	0	0
C4orf41     	7	6	8	7	7	9	10	9	10	10
C4orf42     	4	4	5	4	4	4	5	5	4	5
C4orf43     	18	17	20	18	16	27	25	30	24	26
C4orf44     	0	0	0	0	0	0	0	0	0	0
C4orf45     	0	0	0	0	0	0	0	1	0	0
C4orf46     	6	6	6	6	8	9	10	9	8	8
C4orf47     	0	0	0	0	0	0	0	0	0	0
C4orf48     	938	878	741	916	790	732	615	555	565	585
C4orf49     	1	0	0	1	0	0	0	0	1	1
C4orf51     	0	0	0	0	0	0	0	0	0	0
C4orf52     	23	24	27	24	21	33	34	36	31	32
C4orf6      	0	0	0	0	0	0	0	0	0	0
C4orf7      	0	0	0	0	0	0	0	0	0	0
C5          	1	1	1	1	1	1	1	1	1	1
C5AR1       	0	0	0	0	0	0	0	0	0	0
C5orf13     	36	37	0	0	27	41	37	0	45	0
C5orf15     	14	13	14	14	12	16	17	19	15	15
C5orf20     	0	0	0	0	0	0	0	0	0	0
C5orf22     	6	5	7	6	5	6	7	8	8	6
C5orf24     	19	16	19	19	17	23	23	29	24	25
C5orf25     	7	7	8	7	8	10	10	10	9	9
C5orf27     	0	0	0	0	0	0	0	0	0	0
C5orf28     	4	4	5	4	4	5	6	6	5	5
C5orf30     	7	6	8	7	8	9	9	11	9	10
C5orf32     	25	20	24	24	20	26	30	34	28	29
C5orf34     	2	2	1	1	3	3	2	2	2	2
C5orf35     	4	4	4	3	3	5	6	5	5	5
C5orf38     	23	17	24	21	16	17	20	24	21	18
C5orf39     	0	1	1	0	1	1	0	0	0	0
C5orf4      	1	0	1	1	0	1	1	0	1	0
C5orf41     	0	1	0	0	0	1	0	0	0	0
C5orf42     	2	2	2	2	2	2	3	3	2	2
C5orf43     	8	7	8	7	5	8	9	11	10	8
C5orf44     	0	0	0	0	0	0	0	0	0	0
C5orf45     	6	4	4	5	4	3	3	4	2	3
C5orf46     	0	0	0	0	0	0	0	0	0	0
C5orf47     	0	0	0	0	0	0	0	0	0	0
C5orf48     	0	0	1	0	0	0	0	0	0	1
C5orf49     	5	5	4	4	4	5	4	4	5	4
C5orf51     	10	9	12	9	10	12	12	13	11	11
C5orf52     	0	0	0	0	0	0	0	0	0	0
C5orf53     	0	1	0	0	1	0	0	0	0	0
C5orf54     	3	2	3	3	3	4	4	5	4	4
C5orf55     	2	3	3	3	2	2	2	3	1	2
C5orf56     	1	2	1	2	1	2	1	1	1	1
C5orf58     	0	1	0	0	0	0	0	0	0	0
C5orf60     	0	0	0	0	0	0	0	0	0	0
C5orf62     	6	5	6	5	5	6	7	6	5	5
C5orf63     	0	0	0	0	0	0	0	0	0	0
C5orf64     	1	0	0	0	0	0	0	1	0	0
C6          	0	0	0	0	0	0	0	0	0	0
C6orf1      	21	21	21	20	19	16	14	14	8	11
C6orf10     	0	0	0	0	0	0	0	0	0	0
C6orf103    	0	0	0	0	0	0	0	0	0	0
C6orf105    	0	0	0	0	0	0	0	0	0	0
C6orf106    	8	7	7	8	6	7	7	8	7	7
C6orf108    	102	79	84	89	59	73	83	69	67	56
C6orf112    	0	0	0	0	0	0	0	0	0	0
C6orf115    	30	27	33	30	23	32	33	42	34	35
C6orf118    	2	2	1	2	2	2	3	3	2	2
C6orf120    	0	0	0	0	0	0	0	0	0	0
C6orf123    	0	0	0	0	0	0	0	0	0	0
C6orf124    	12	11	13	10	13	11	11	10	7	9
C6orf125    	52	44	55	62	37	48	55	68	50	49
C6orf126    	0	3	2	2	1	1	2	2	1	1
C6orf127    	0	0	0	0	0	0	0	0	0	0
C6orf130    	18	16	19	17	16	25	28	31	23	26
C6orf132    	0	0	0	0	0	0	0	0	0	0
C6orf136    	7	7	6	7	7	5	4	5	4	6
C6orf138    	8	9	11	9	11	15	17	15	13	13
C6orf141    	0	0	0	0	0	0	0	0	0	0
C6orf145    	17	16	21	17	16	17	16	20	16	15
C6orf146    	0	0	0	0	0	0	0	0	0	0
C6orf147    	0	0	0	0	0	0	0	0	0	0
C6orf15     	0	0	0	0	0	0	0	0	0	0
C6orf154    	1	2	2	2	1	1	1	2	1	1
C6orf155    	5	5	5	5	3	3	3	7	7	7
C6orf162    	0	0	0	0	0	0	0	0	0	0
C6orf163    	1	1	1	1	1	1	1	1	2	2
C6orf164    	0	0	0	0	0	0	0	0	0	0
C6orf165    	1	1	1	1	1	1	1	1	1	1
C6orf168    	1	1	1	1	1	2	2	2	2	2
C6orf170    	1	1	1	1	1	1	1	1	1	1
C6orf174    	5	4	5	4	4	5	6	5	5	4
C6orf176    	0	0	0	0	0	0	0	0	0	0
C6orf186    	0	0	0	0	0	0	0	0	0	0
C6orf191    	0	0	0	0	0	0	0	0	0	0
C6orf192    	7	6	8	7	6	9	10	12	10	10
C6orf195    	0	0	0	0	0	0	0	0	0	0
C6orf201    	0	0	0	0	0	0	0	0	0	0
C6orf203    	13	14	14	12	12	18	15	16	16	18
C6orf204    	2	2	3	2	2	2	2	2	1	1
C6orf208    	0	0	0	0	0	0	0	0	0	0
C6orf211    	11	10	12	12	11	18	19	20	18	14
C6orf218    	0	0	0	0	0	0	0	0	0	0
C6orf221    	0	0	0	0	0	0	0	0	0	0
C6orf222    	0	0	0	0	0	0	0	0	0	0
C6orf223    	0	0	0	0	0	0	0	0	0	0
C6orf225    	6	7	7	7	6	8	8	9	9	8
C6orf226    	27	24	26	25	15	19	20	23	18	18
C6orf25     	0	0	0	0	0	0	0	0	0	0
C6orf26     	4	0	0	0	5	0	0	0	0	0
C6orf27     	0	0	0	0	0	0	0	0	0	0
C6orf35     	3	3	3	3	3	3	3	4	3	4
C6orf47     	6	6	6	5	4	5	5	6	5	5
C6orf48     	171	184	168	186	190	124	96	112	101	107
C6orf52     	6	5	7	15	13	9	8	10	9	9
C6orf57     	5	5	5	7	4	3	4	6	4	5
C6orf58     	0	0	0	0	0	0	0	0	0	0
C6orf62     	25	24	24	22	21	30	32	35	31	31
C6orf64     	8	7	7	7	6	9	9	9	8	8
C6orf7      	0	0	0	0	0	0	0	0	0	0
C6orf70     	2	3	3	3	2	4	4	3	3	3
C6orf72     	5	6	5	5	5	7	6	9	7	6
C6orf81     	0	1	1	1	0	1	1	1	0	1
C6orf89     	6	5	6	5	5	5	6	7	5	6
C6orf94     	0	0	0	0	0	0	0	0	0	0
C6orf97     	0	0	0	0	0	0	0	0	0	0
C6orf99     	0	0	0	1	0	0	0	0	0	0
C7          	0	0	0	0	0	0	0	0	0	0
C7orf10     	7	5	4	6	5	5	7	6	6	6
C7orf11     	36	30	35	35	24	39	38	46	35	37
C7orf13     	1	1	0	1	0	0	1	1	1	1
C7orf16     	0	1	0	0	1	0	0	1	0	1
C7orf23     	14	14	15	15	16	23	23	18	17	19
C7orf25     	0	0	0	0	0	0	0	0	0	0
C7orf26     	13	14	14	14	11	16	15	20	14	14
C7orf28B    	0	0	0	0	0	0	0	0	0	0
C7orf29     	0	0	0	0	0	0	0	0	0	0
C7orf30     	40	35	42	37	34	52	57	56	47	48
C7orf31     	2	2	2	2	2	2	2	2	2	2
C7orf33     	0	0	0	0	0	0	0	0	0	0
C7orf34     	0	0	0	0	0	0	0	0	0	0
C7orf36     	12	11	11	12	11	14	17	15	14	13
C7orf40     	11	7	8	9	7	8	9	8	8	5
C7orf41     	2	1	2	2	2	2	2	2	2	2
C7orf42     	19	17	21	17	18	24	27	28	24	22
C7orf43     	2	2	3	3	4	3	3	3	3	2
C7orf44     	27	22	28	24	21	33	33	32	26	30
C7orf45     	0	0	0	0	0	0	0	0	0	0
C7orf46     	14	13	17	15	13	16	15	15	13	14
C7orf47     	6	4	5	6	5	6	6	6	5	5
C7orf49     	22	22	19	20	17	24	25	24	26	28
C7orf50     	158	126	114	128	110	101	87	83	85	82
C7orf51     	1	1	1	1	1	0	0	0	0	0
C7orf52     	0	0	0	0	0	0	0	0	0	0
C7orf53     	0	0	1	0	1	0	2	1	1	1
C7orf54     	0	0	0	0	0	0	0	0	0	0
C7orf55     	19	18	18	16	14	15	17	18	13	11
C7orf57     	0	0	0	0	0	0	0	0	0	0
C7orf58     	0	0	0	0	0	0	0	0	0	0
C7orf59     	59	52	71	64	51	67	68	83	65	65
C7orf60     	10	9	11	9	8	14	15	16	14	12
C7orf61     	0	0	0	0	0	1	0	0	0	0
C7orf62     	0	0	0	0	0	0	0	0	0	0
C7orf63     	0	0	0	0	0	1	0	0	0	0
C7orf64     	5	4	4	4	5	5	6	5	4	5
C7orf65     	0	0	0	0	0	0	0	0	0	0
C7orf66     	0	0	0	0	0	0	0	0	0	0
C7orf68     	17	18	14	19	17	18	19	20	15	17
C7orf69     	0	0	0	0	0	0	0	0	0	0
C7orf70     	3	3	2	2	2	3	3	4	3	3
C7orf71     	0	0	0	0	0	0	0	0	0	0
C7orf72     	0	0	0	0	0	0	0	0	0	0
C7orf73     	19	19	20	18	15	24	25	28	25	25
C7orf74     	4	4	5	5	3	5	5	5	4	5
C8A         	0	0	0	0	0	0	0	0	0	0
C8B         	0	0	0	0	0	0	0	0	0	0
C8G         	0	0	0	0	0	0	0	0	0	0
C8ORFK29    	0	0	0	1	0	0	0	1	0	0
C8orf12     	0	0	0	0	0	0	0	0	0	0
C8orf22     	0	0	0	0	0	0	0	0	0	0
C8orf31     	0	0	0	0	0	0	0	0	0	0
C8orf33     	8	7	10	9	8	9	12	10	9	8
C8orf34     	0	0	0	0	0	0	0	0	0	0
C8orf37     	2	2	2	3	3	3	3	3	3	3
C8orf38     	6	4	7	5	5	6	7	7	6	7
C8orf39     	1	3	2	3	1	2	2	3	1	0
C8orf4      	10	9	11	11	7	8	6	11	10	10
C8orf40     	16	17	24	16	16	23	21	23	17	22
C8orf41     	5	5	8	5	6	8	8	8	7	8
C8orf42     	1	2	2	1	2	2	3	2	3	2
C8orf44     	1	0	0	0	1	0	1	0	0	0
C8orf44-SGK3	1	0	1	0	0	0	0	0	0	0
C8orf45     	0	0	0	0	0	1	0	0	0	0
C8orf46     	2	3	3	2	2	1	1	3	3	3
C8orf47     	0	0	0	0	0	0	0	0	0	1
C8orf48     	2	1	1	2	1	2	2	2	1	2
C8orf51     	1	1	1	1	0	1	1	1	1	1
C8orf55     	4	5	5	5	4	5	5	5	4	4
C8orf56     	2	2	2	2	2	1	1	1	2	1
C8orf58     	31	30	0	31	18	0	21	32	0	32
C8orf59     	66	0	0	67	0	53	48	51	48	0
C8orf71     	0	0	0	0	0	0	0	0	0	0
C8orf73     	1	1	1	0	1	1	0	1	0	0
C8orf74     	0	0	0	0	0	0	0	0	0	0
C8orf75     	0	0	0	0	0	0	0	0	0	0
C8orf76     	9	7	9	9	7	12	13	13	12	11
C8orf77     	0	0	0	0	0	0	0	0	0	0
C8orf80     	0	0	0	0	0	0	0	0	0	0
C8orf82     	6	5	5	6	4	5	5	5	5	3
C8orf83     	0	0	0	0	0	0	0	0	0	0
C8orf84     	1	1	1	1	1	1	1	1	1	1
C8orf85     	1	1	0	1	1	1	1	0	1	0
C8orf86     	0	0	0	0	0	0	0	0	0	0
C9          	0	0	0	0	0	0	0	0	0	0
C9orf100    	4	4	4	5	4	6	7	7	6	6
C9orf102    	2	2	2	2	2	2	3	2	2	2
C9orf103    	0	0	0	0	0	0	0	0	0	0
C9orf106    	0	0	0	0	0	0	0	0	0	0
C9orf11     	0	0	0	0	0	0	0	0	0	0
C9orf114    	15	11	12	11	10	11	12	13	10	11
C9orf116    	75	66	66	63	64	55	57	50	47	46
C9orf117    	1	0	1	0	1	0	0	0	0	0
C9orf123    	11	9	10	9	7	11	9	11	8	9
C9orf125    	5	4	6	4	5	6	6	6	4	4
C9orf128    	1	0	0	1	1	1	1	1	0	0
C9orf129    	1	1	2	3	1	1	2	1	1	2
C9orf130    	5	4	5	3	5	4	5	4	4	4
C9orf131    	0	0	0	0	0	0	0	0	0	0
C9orf135    	0	1	0	0	0	0	0	0	0	0
C9orf139    	0	0	0	0	0	0	0	0	0	0
C9orf140    	3	2	3	3	2	2	3	2	2	2
C9orf142    	25	25	28	27	21	23	21	27	20	24
C9orf144    	0	0	0	0	0	0	0	0	0	0
C9orf144B   	0	0	0	0	0	0	0	0	0	0
C9orf146    	0	0	0	0	0	0	0	0	0	0
C9orf150    	0	0	0	0	0	0	0	0	0	0
C9orf152    	0	0	0	0	0	0	0	0	0	0
C9orf153    	2	0	0	0	0	0	0	0	0	0
C9orf156    	4	2	3	3	2	4	4	4	3	4
C9orf16     	63	44	59	60	45	44	43	55	36	40
C9orf163    	0	0	0	0	0	0	0	0	0	0
C9orf167    	0	0	0	0	0	0	0	0	0	0
C9orf169    	3	1	4	2	2	2	3	2	1	2
C9orf170    	0	0	0	0	0	0	0	0	0	0
C9orf171    	0	0	0	0	0	1	0	1	0	0
C9orf172    	0	0	0	0	0	0	0	0	0	0
C9orf173    	0	0	0	0	0	0	0	0	0	0
C9orf174    	0	1	1	0	0	0	0	0	0	0
C9orf21     	2	2	3	2	2	2	2	2	1	3
C9orf23     	17	16	15	22	10	13	13	11	10	12
C9orf24     	2	0	0	0	0	0	1	1	0	0
C9orf25     	0	0	0	12	0	0	0	0	0	0
C9orf27     	0	0	0	0	0	0	0	0	0	0
C9orf29     	0	0	0	0	0	0	0	0	0	0
C9orf3      	1	1	1	0	1	1	1	1	1	1
C9orf30     	27	27	27	27	22	26	23	27	22	28
C9orf30-TMEFF1	3	4	5	6	5	14	12	14	13	11
C9orf37     	7	7	7	6	6	8	8	7	5	6
C9orf4      	2	2	2	3	0	1	2	2	2	1
C9orf40     	8	8	10	8	8	14	15	15	12	12
C9orf41     	1	2	2	3	2	2	3	2	2	2
C9orf43     	1	0	0	1	0	1	1	1	0	1
C9orf44     	0	0	0	0	0	0	0	0	0	0
C9orf46     	26	23	27	24	20	31	32	33	32	28
C9orf47     	2	2	1	1	0	1	1	1	1	1
C9orf5      	6	6	6	5	5	7	8	9	7	7
C9orf50     	0	0	0	0	0	0	0	0	0	0
C9orf53     	0	1	0	0	1	0	0	0	0	0
C9orf57     	0	0	0	0	0	0	0	0	0	0
C9orf6      	8	8	11	9	9	11	12	12	10	10
C9orf64     	0	0	0	0	0	0	0	0	0	0
C9orf66     	0	0	0	0	0	0	0	0	0	0
C9orf68     	0	0	0	0	0	0	0	0	0	0
C9orf69     	10	8	9	7	8	6	7	8	7	5
C9orf7      	20	15	14	16	14	12	12	12	0	11
C9orf70     	0	0	0	0	0	0	0	0	1	0
C9orf71     	0	0	0	0	0	0	0	0	0	0
C9orf72     	4	5	5	4	4	3	4	6	5	5
C9orf78     	15	14	18	16	15	19	18	22	17	18
C9orf79     	0	0	0	0	0	0	0	0	0	0
C9orf80     	6	5	7	6	6	7	8	7	6	7
C9orf82     	10	10	11	11	9	15	13	17	14	15
C9orf84     	0	0	0	0	0	0	0	0	0	0
C9orf85     	8	8	9	8	7	10	11	12	10	11
C9orf86     	0	0	0	0	0	0	0	0	0	0
C9orf89     	20	23	22	19	20	17	16	20	16	17
C9orf9      	7	5	6	6	4	4	6	7	7	7
C9orf91     	2	2	1	1	2	2	2	2	2	2
